@relation day-of-week-./data/bris.dev

@attribute F0 {Brisbane}
@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 {Sat,Fri,Sun,Thu,Wed,Tue,Mon}

@data
Brisbane,1986,6,16,0,12,23.7,16.8,5.1,22000,22000,22000,9900,40000,15856.5,6,14,9.7,1010.8,1012.9,1011.7,Fri
Brisbane,1986,8,18,0,8,21,14.6,5.1,22000,22000,22000,9900,40000,16591.7,2,9,4,1017.8,1026.1,1022.1,Thu
Brisbane,1986,8,25,0,11,22,16.5,7.2,1200,22000,16150,9900,40000,17225,2,10,5.1,1009.1,1014,1011.7,Sat
Brisbane,1986,9,22,0,14.9,27,20.3,6.2,600,22000,16252.3,5000,20000,10716.7,4.1,18,13.7,1014.9,1020.7,1018.1,Thu
Brisbane,1986,11,3,0,16,24,20.3,6.7,1050,22000,15145.2,9900,40000,17730.4,12,14.4,13,1021.6,1023.8,1022.7,Tue
Brisbane,1986,12,22,0.6,22,32,25.5,8.8,1200,22000,16528.6,9900,30000,15358.3,18.5,25,20.8,1007.9,1016.9,1012.2,Sat
Brisbane,1987,1,26,0,25,31,27.7,8.2,3000,22000,9038.9,1600,40000,15225,21,23,22.3,1008.2,1009.4,1008.8,Sat
Brisbane,1987,4,6,2,17,25.8,20.7,5.1,900,22000,8150,9900,30000,15575,14.8,19,16.3,1020.3,1022.6,1021.4,Thu
Brisbane,1987,7,6,2.5,12,19,14.3,8.2,540,7500,1957.5,5000,40000,14516.7,10.9,14,11.8,1028.7,1032,1030.8,Thu
Brisbane,1987,7,20,?,9,22,15.1,3.1,750,22000,12845.5,9000,30000,12647.6,8,13,10.4,1016.1,1020.3,1018.1,Tue
Brisbane,1987,8,31,0,11.8,22,16.5,9.3,1500,22000,19071.4,9900,40000,16517.4,0,12,3.7,1008.5,1012.6,1010.6,Sat
Brisbane,1987,11,9,?,17,24,19.8,4.1,900,8100,3084.8,9000,30000,15090.9,14,16.7,15.1,1011.4,1015.7,1013.3,Thu
Brisbane,1987,11,16,0,19.4,26,22.2,1.5,750,22000,3896.4,11200,40000,17918.2,12,15,14.4,1016.4,1019.3,1017.7,Sat
Brisbane,1987,12,14,0,19,29,23.6,9.3,900,22000,18525,9900,40000,18075,14.9,19,16.3,1013.2,1016,1014.4,Sat
Brisbane,1988,9,12,27,14,22.5,18.4,6.2,420,22000,6397.6,2500,30000,16073.7,10,19,16.6,1011.3,1018.1,1013.4,Thu
Brisbane,1989,6,12,0,12,20.4,15.3,6.7,22000,22000,22000,9900,40000,21800,7,10.3,9.2,1018.5,1025.3,1021.6,Fri
Brisbane,1990,6,11,0.3,11.8,21,15.9,5.1,900,22000,18389.1,9900,40000,20864,10,13.4,11.9,1022.5,1025.9,1023.6,Tue
Brisbane,1990,6,18,?,12.6,20,15.5,7.2,750,22000,13927.8,9900,40000,22187,8,12,9.3,1012.3,1018.6,1015.4,Wed
Brisbane,1990,7,23,0.3,11.1,23,16.6,5.7,22000,22000,22000,0,25000,8313.6,10.6,17,13.5,1018.3,1022.6,1020.1,Fri
Brisbane,1991,1,14,0,22,28.2,25.2,6.2,10500,22000,11545.5,11200,40000,21470,16,21,18.7,1017.6,1020.1,1018.9,Sat
Brisbane,1991,6,24,0,9,25,15.9,6.7,3600,22000,19700,9900,40000,19516.7,1,9,4.1,1016.3,1020.5,1018.1,Sat
Brisbane,1991,8,26,0,8.6,18.6,13.3,3.6,3600,22000,15100,4000,20000,14250,6.3,9.6,7.6,1019.6,1023.5,1021,Tue
Brisbane,1991,9,23,0,15.5,23,19.4,6.2,1200,22000,15395.5,9900,30000,13900,9,15.7,13.2,1018.5,1022.6,1020.3,Thu
Brisbane,1991,10,21,0,16,25,20.9,7.2,3000,22000,19888.9,9900,40000,16565.2,11,15,13.5,1013.4,1020.6,1016.4,Sat
Brisbane,1991,11,11,?,20.9,27,23.9,7.7,420,22000,9383.6,9900,25000,13204.3,16,21,19.2,1010.4,1013.2,1011.6,Wed
Brisbane,1991,12,16,6,20,33,26,6.2,2100,22000,18463.6,9900,35000,16970.8,10,19,14.1,1000.1,1006.8,1003.6,Sat
Brisbane,1992,1,13,?,21.8,28,25.1,9.3,900,22000,8430,9900,35000,18533.3,13,18,16.9,1001.6,1005.7,1003.4,Mon
Brisbane,1992,2,17,?,22,29,25.1,7.7,1200,22000,16569.6,11200,40000,19790.5,17,20.1,18.9,1010.2,1015.4,1012.5,Wed
Brisbane,1992,4,13,?,17,24,20.1,6.7,1200,22000,9081.2,11200,40000,20130.4,12.1,15.9,13.9,1023.6,1026.7,1025.2,Tue
Brisbane,1992,6,15,1009.9,13.7,18,15.6,5.1,360,22000,10196.1,3000,40000,15520.8,11,15.6,13.3,1012.2,1015.5,1013.2,Sun
Brisbane,1992,7,6,0,13,21,16.5,8.2,1800,22000,18207.1,9900,30000,16445,2.2,16,10.6,1010.6,1019.4,1013.1,Sat
Brisbane,1992,8,17,0,12.7,23,18,8.7,22000,22000,22000,9900,30000,14933.3,10.9,15,13.2,1011.6,1017.7,1013.6,Sat
Brisbane,1993,3,1,0,18.9,35,25.9,9.8,22000,22000,22000,9900,40000,15785.8,0,20.5,13.5,1001.7,1011.2,1007.2,Sat
Brisbane,1993,4,5,0,16.4,26.8,21.2,5.1,22000,22000,22000,9900,40000,21081.7,14,16,15,1019.4,1023.5,1021,Fri
Brisbane,1993,4,12,0,16.8,25.5,20.7,5.6,840,22000,19856.4,11265,40000,21486.8,14,17,15.4,1020.5,1024.5,1022.6,Sat
Brisbane,1993,4,19,0,15.8,26,21.1,6.6,900,22000,15104.2,11265,40000,20843.3,10,15,12.6,1024.5,1028.6,1026.6,Tue
Brisbane,1993,4,26,12,15,23,18.9,6.2,1500,22000,9900,2500,30000,15609.8,12.3,17.1,13.5,1020.5,1023.5,1022,Thu
Brisbane,1993,5,3,0,12,24,17.4,4.6,2100,22000,13564.3,9900,40000,18769.1,10.4,14,12.1,1019.4,1023.5,1020.9,Tue
Brisbane,1993,12,13,0,16.8,25.4,21.6,5.1,1200,22000,19028.6,30000,40000,31428.6,16,17.5,16.6,1016.8,1020.5,1018.4,Sat
Brisbane,1993,12,27,0,15.5,31.8,23.9,6.7,22000,22000,22000,40000,40000,40000,0.5,7.5,2.9,1001,1010.8,1005.9,Sat
Brisbane,1994,3,21,13.5,18,23.2,20.1,5.7,420,1200,960,12000,30000,23857.1,15.2,17.6,16.9,1021.4,1025.1,1023.3,Thu
Brisbane,1994,4,11,30.1,13,25,18,7.7,3600,22000,17400,20000,40000,30000,2.9,17.2,12.1,1008.2,1014.2,1010.9,Sat
Brisbane,1994,8,8,0,7,23.1,15.5,7.7,22000,22000,22000,30000,40000,35714.3,0.1,8.8,4.6,1015.6,1022.9,1019.6,Fri
Brisbane,1995,1,23,0,18,27,22.3,6.7,1800,22000,19306.7,9900,40000,21821.7,11,16,14,1011.3,1014.7,1013.4,Sat
Brisbane,1995,1,30,0,25,31,27.4,6.7,240,22000,14444.3,9900,35000,15994.8,21,24.5,23.4,1005.6,1009.6,1007.8,Sat
Brisbane,1995,2,6,?,19.8,31,25.8,11.3,270,22000,8225.8,1500,30000,14831,13.8,25,20.5,1010.8,1021.6,1015.3,Sat
Brisbane,1995,5,15,0,19,24,21.1,6.7,1050,22000,6656.8,11265,30000,17623.2,15,20,17.1,1019.4,1024.8,1021.8,Thu
Brisbane,1995,8,21,0,9.5,23.1,17.2,7.2,22000,22000,22000,400,30000,12997,9.2,16,13.5,1018.4,1023.5,1020.4,Fri
Brisbane,1995,8,28,0,13,21,17.5,8.7,1200,22000,14908.7,11265,25000,14955.4,10,12.5,11.4,1026.6,1028.9,1027.8,Tue
Brisbane,1995,9,11,0,11.7,26,19.5,8.2,22000,22000,22000,9900,40000,20970.2,6.5,13,10.9,1016.4,1026,1020.9,Sat
Brisbane,1995,10,23,0,11,29,21.1,4.6,4200,22000,17253.3,9900,40000,20331.5,7,20,11.9,1006.6,1014.1,1010.5,Sat
Brisbane,1996,1,1,13.5,23.7,27.5,25.4,6.2,450,22000,6845,5000,30000,16321.2,20,22.8,21.4,1014.4,1017.4,1015.8,Thu
Brisbane,1996,2,5,0,24,29,26.1,5.1,600,22000,11047.8,11265,30000,17564.1,21,23,22.1,1013.3,1017.4,1014.6,Sat
Brisbane,1996,4,8,1,20,27,23.6,7.7,1800,9000,6917.6,9900,30000,16555.9,16,21,19,1010.6,1016.4,1012.5,Thu
Brisbane,1996,4,22,?,18.3,24.2,21.8,6.7,1500,3600,2571.4,11265,35000,18640.2,13,17.6,15,1020.5,1022.5,1021.3,Thu
Brisbane,1996,4,29,0.1,17,23.1,19.6,6.7,600,22000,3854.2,9000,40000,17415.6,9,15.6,12.8,1019.4,1022.5,1021.1,Thu
Brisbane,1996,7,22,0,3.6,18.8,10.8,6.2,22000,22000,22000,9900,40000,19933.3,1,4,2.2,1013.8,1018.5,1016.4,Fri
Brisbane,1996,8,12,0,4,23.7,12.6,5.1,22000,22000,22000,9900,30000,16041.7,2,12,7.2,1020.5,1025.5,1022.1,Thu
Brisbane,1996,12,2,0,23,30.2,26.8,8.2,3600,22000,8077.8,9900,20000,12240.2,18,24,21.6,1003.5,1008.6,1006.3,Sat
Brisbane,1997,2,3,0,18,26.1,22.6,6.7,1500,22000,9477.8,9900,40000,18835.4,13,16,14.6,1013.3,1015.9,1014.7,Sat
Brisbane,1997,3,24,0,18.8,28.1,23.8,7.7,1200,22000,18470.6,9900,40000,19611.9,14,21,18,1008.6,1016.4,1012.3,Sat
Brisbane,1997,6,2,0,11,20.6,15.8,5.7,1800,22000,19587.5,9900,40000,20627,9,11.1,10.3,1022.8,1027.6,1025.1,Tue
Brisbane,1997,7,21,0,8,21,13.9,5.1,22000,22000,22000,9900,40000,19441.2,5,9.8,7.8,1027.4,1030.6,1028.7,Tue
Brisbane,1997,10,13,0,18,27,21.3,7.7,900,22000,11690,9900,30000,15956.2,11,16.1,13.6,1014.9,1023.4,1019,Sat
Brisbane,1998,3,23,0,19.9,28.2,24.1,4.1,600,22000,20081.8,9900,40000,19243.9,14,19,17.9,1015.3,1019.4,1017,Sat
Brisbane,1998,8,3,1000,11.6,21.3,16.6,4.6,1200,22000,10977.8,20000,30000,26875,11.1,14.6,12.6,1025.4,1027.1,1026.2,Sun
Brisbane,1998,9,7,0,13.6,21.2,17.8,7.2,750,22000,16388.6,9900,35000,17604.6,7.3,12,10.4,1025.5,1030.6,1028.2,Tue
Brisbane,1998,12,28,0,22,29.2,25.7,5.7,4200,22000,15878.9,9900,40000,15642.6,15,20,18.9,1004.5,1010.6,1007.6,Sat
Brisbane,1999,2,15,0,22,29,25.7,5.1,22000,22000,22000,11265,30000,17510,20,23,21.9,1007.1,1008.8,1007.7,Fri
Brisbane,1999,3,22,0,21.8,29.4,25.3,7.7,900,22000,14352.1,9900,40000,17282.5,18,24.5,21,1009.5,1019.3,1013.3,Sat
Brisbane,1999,5,3,0,15.6,24,19.2,5.1,1500,22000,15341.7,9900,40000,19725.6,12,14.1,12.7,1021.8,1026.9,1023.9,Tue
Brisbane,1999,10,18,0,18,25.1,21.6,6.2,750,22000,20988.1,9900,30000,17662.8,15,18,17,1014.9,1020.9,1017.6,Sat
Brisbane,1999,11,29,0.8,15.8,23.4,19.6,6.2,1500,22000,10434.8,9900,30000,16672.5,11.4,16,13.5,1019.1,1021.4,1020.1,Thu
Brisbane,2000,1,17,19.8,19,27.4,22.5,5.1,810,22000,11052.5,4000,40000,16540.6,16.6,20.2,18.8,1012.4,1017.4,1015.3,Sat
Brisbane,2000,2,7,1.6,21.7,27.1,24.5,7.2,900,22000,18670.8,5000,30000,15942.1,15,21.6,18.8,1022.7,1024.7,1023.7,Thu
Brisbane,2000,7,3,0.7,12.9,21,16.2,6.2,1350,22000,7819.6,6000,30000,16940.4,7.6,12,9.9,1021.7,1024,1022.9,Thu
Brisbane,2000,7,17,0,8.2,20.7,13.8,7.2,2400,22000,20911.1,9900,40000,20488.3,1,8,4.3,1013.5,1018.1,1015.1,Sat
Brisbane,2000,9,4,0,8.9,23.1,15.5,5.7,4200,22000,19345,3000,25000,13010,3,14,9.5,1014.4,1019.4,1015.8,Thu
Brisbane,2000,9,18,0,13,24,18.4,7.7,22000,22000,22000,9900,25000,14091.9,12,16.2,14.3,1017.6,1020.9,1019,Fri
Brisbane,2000,10,9,0,18,25.7,22.2,8.7,22000,22000,22000,9900,20000,12263.3,16.6,19,17.9,1013.3,1016.9,1014.7,Fri
Brisbane,2001,1,1,1.6,21.3,27,23.3,7.2,1200,22000,8545.8,10000,30000,15635,13,18.4,15.2,1021.5,1023.9,1022.5,Thu
Brisbane,2001,1,22,0,23,29,25.7,6.7,750,22000,19254.3,11265,40000,18216.3,19.5,21.5,20.8,1014.1,1016.6,1015.4,Sat
Brisbane,2001,2,5,0,20.9,28,24.6,4.6,1200,22000,20266.7,11265,30000,16051.7,16,20,17.8,1013.8,1017.5,1015.6,Sat
Brisbane,2001,2,26,0,20,29.7,24.9,5.7,22000,22000,22000,9900,30000,16201.6,14.8,21.5,19.8,1009.3,1012.2,1011.1,Fri
Brisbane,2001,4,23,0.2,12.2,27,19,5.7,8400,22000,19600,9900,40000,17130.4,8,13.6,10.5,1011.4,1018.4,1014.6,Sat
Brisbane,2001,10,8,0,12,28,20.4,8.7,3600,22000,21031.6,9000,35000,13906.3,8,14,10,1009.9,1019.5,1015.2,Sat
Brisbane,2002,3,18,0,19,30.7,24.7,7.2,22000,22000,22000,500,30000,12586.7,17.6,23,20.8,1016.5,1020.5,1018.4,Fri
Brisbane,2002,6,24,0,10.6,21,15.3,4.6,1500,22000,19378.3,9900,40000,18021.2,8.9,12.1,10.6,1024.4,1028,1025.6,Tue
Brisbane,2002,7,15,0,9.3,21.2,14.6,6.2,22000,22000,22000,1300,40000,19612.8,5,9.3,7.6,1017.3,1024.1,1020.6,Fri
Brisbane,2002,7,22,0,8,20.4,14.1,5.7,9000,22000,21187.5,9900,30000,16417.2,4.9,12.1,9,1024.7,1028.3,1026.5,Tue
Brisbane,2003,1,6,0,18,27,23.3,7.7,22000,22000,22000,11265,35000,18135,12.7,17.5,16,1018.4,1021.9,1020,Fri
Brisbane,2003,3,17,0,17.6,26,21.7,6.7,1050,22000,16544.2,6000,40000,18537.5,14.8,18,16.1,1018.6,1022.4,1020.7,Sat
Brisbane,2003,8,11,0,10.2,20,15.1,4.6,1290,22000,19827.2,9900,40000,16941.2,8.3,12,10,1021.5,1025.6,1023,Tue
Brisbane,2003,9,29,0,14.4,24,19.9,10.3,22000,22000,22000,9000,15000,11024.8,10.3,16,13.8,1011.2,1017.8,1013.5,Sat
Brisbane,2003,10,6,26.9,16.8,23,19.6,3.1,810,3900,2641.1,2500,35000,12462,16,19,17.5,1014.9,1019.2,1016.6,Thu
Brisbane,2003,12,1,2.3,19.5,26.1,22.4,7.7,600,22000,15042.8,2500,30000,13027,15.4,19.2,17.4,1017.4,1021.6,1019.2,Sat
Brisbane,2004,6,14,0,9,23,15.2,4.6,22000,22000,22000,9900,40000,18039.8,8,14,10.4,1019.7,1023.7,1020.9,Thu
Brisbane,2004,9,20,18.8,10,23.2,17.5,9.8,750,22000,19925,4500,40000,13954.8,9,16,13.1,1020.9,1027.3,1024.6,Tue
Brisbane,2005,3,28,0,17,27.3,22.4,7.7,22000,22000,22000,9900,40000,20615.8,13.7,19,16.3,1015.1,1022.3,1018.6,Sat
Brisbane,2005,7,11,0,10.8,21.1,15.9,6.2,1800,22000,12070,9900,40000,17509.4,5.9,9.6,7.2,1020.5,1025,1023.3,Thu
Brisbane,2005,7,25,0,7.2,23.4,14.3,4.6,22000,22000,22000,9900,50000,21467.7,1.8,12.1,7.4,1018.3,1022,1019.3,Sat
Brisbane,2005,8,8,0,7.1,20,13.2,5.1,22000,22000,22000,9900,30000,14005.4,4,10.4,7.3,1020.7,1023.5,1022.4,Thu
Brisbane,2005,9,26,0,17,23.8,20.8,7.7,3000,4800,3750,9900,25000,12630.4,12.8,17.2,15.7,1016.9,1020.6,1018.6,Thu
Brisbane,2005,11,7,0,19.4,26.2,22.9,6.7,840,22000,11478.9,9900,30000,16788.9,16,18.5,16.8,1015.9,1018.9,1017.1,Thu
Brisbane,2005,11,21,0,23,27,24.5,7.2,600,8400,2671.4,10000,20000,12183.5,18.8,20,19.5,1013.5,1017.3,1015.3,Thu
Brisbane,2005,12,26,0,25.8,30,27.3,6.7,450,22000,11790.5,11265,20000,12349.3,21,24.2,23.3,1011.7,1016.7,1014,Sat
Brisbane,2006,4,17,0,15,25,21.1,6.2,1200,22000,12668.9,11265,30000,14283.3,11,15,13.3,1019.7,1022.1,1021.1,Thu
Brisbane,2006,8,28,27.4,14.7,23,17.8,5.7,540,22000,3804,2500,25000,11013.4,13.8,17.2,15.2,1017.2,1022.9,1020.4,Thu
Brisbane,2006,9,4,0,17.6,25,20.9,6.2,390,22000,2875,9900,30000,13380.3,13,19.4,16.5,1014.7,1022.4,1018.3,Thu
Brisbane,2006,10,30,0,17,23.3,19.8,6.2,1140,22000,4930.8,9900,30000,14018.6,10.9,15,12.4,1019.7,1022.2,1021.3,Thu
Brisbane,2006,11,20,0,15,25,20.7,6.2,1200,22000,20113.6,9900,40000,15043.6,10.4,14.1,12.7,1020.6,1023.9,1021.7,Thu
Brisbane,2006,11,27,0,21,28,24.8,9.3,600,22000,13448.6,11265,20000,12491.7,18,21.3,20.2,1014.2,1019.3,1016.8,Sat
Brisbane,2006,12,18,0,15,25,21,6.7,2100,22000,21462.2,9900,30000,13421.6,10.8,15,12.8,1017.9,1020.9,1019.4,Thu
Brisbane,2007,4,30,0,12,27.3,20.2,9.8,22000,22000,22000,1000,35000,9900,0,10,5.8,1009.7,1016.3,1013.3,Sat
Brisbane,2007,9,17,0,9.5,32,20.5,11.3,22000,22000,22000,9900,30000,12719.6,0,14,4.6,1006.4,1017.2,1012.1,Sat
Brisbane,2007,9,24,0,10.9,23,17.6,8.2,22000,22000,22000,9900,30000,13089.3,7,14,11,1016.4,1020.9,1018,Fri
Brisbane,2007,10,29,8,18,25.6,22.2,10.3,720,22000,12402.9,8000,30000,13244.3,17,23,19.7,1012.8,1017.9,1015.1,Sat
Brisbane,2008,7,21,0,11,23,16.2,8.7,600,22000,17461.5,9900,25000,12492.7,2,17,7.2,1012.8,1021.8,1016.5,Sat
Brisbane,2008,7,28,0,7.4,16,10.8,9.3,2400,22000,17617.5,9900,50000,17265.9,1.4,6,3,1005.7,1011.9,1008.3,Sat
Brisbane,2009,2,9,0,24,31,27.4,8.7,420,22000,11941.8,9900,25000,11320.7,20,25,23.1,1006.4,1011.1,1009.1,Sat
Brisbane,2009,3,16,74.9,18,29,22.1,11.3,240,22000,12509.4,400,30000,11741.3,16,21,18.6,1007,1013.6,1010.7,Sat
Brisbane,2009,6,29,0,6,20.1,12.6,6.7,22000,22000,22000,9900,35000,13000,5,10.3,7.1,1013.1,1018.8,1015.7,Fri
Brisbane,2009,7,13,0,10,25,16.2,7.7,4800,22000,20676.9,9900,40000,14143.6,7,15,10.3,1008.6,1013.3,1010.2,Sat
Brisbane,2009,9,21,0,21,25,22.7,7.7,210,22000,13108.1,8000,15000,10759.3,17,21,19.3,1010.1,1014.7,1012.6,Thu
Brisbane,2009,12,14,0.3,24,30,26.3,6.7,600,7500,6828.1,11265,20000,12720.8,19,21.1,20.1,1015.3,1020.1,1017.8,Thu
Brisbane,2011,2,14,20.5,20.5,30,24.8,7.2,600,22000,17147.3,1500,30000,10592.1,18.9,23,20.6,1014.6,1017.5,1016,Sat
Brisbane,2011,3,14,0,20,27.8,24.4,4.6,6000,22000,20062.5,11265,20000,12679.2,17,20.7,18.9,1017,1020.5,1018.3,Thu
Brisbane,2011,4,25,1,16,24.2,20.2,6.2,900,22000,16231.6,5000,25000,12552.4,12.7,17,15,1020.4,1022.9,1021.9,Thu
Brisbane,2011,5,16,0,11,22.2,16.5,6.2,1200,22000,21575.5,11265,30000,12629.9,8.1,13.3,11.9,1026.1,1029.2,1027.1,Tue
Brisbane,2011,7,11,0,4.4,21,11.7,8.7,22000,22000,22000,9900,40000,14244.4,0,6.4,3,1017.9,1024.9,1021.2,Sat
Brisbane,2011,11,21,0,19,29,24.3,9.3,9000,22000,19111.1,9900,30000,13184.8,12,19,16.6,1013.3,1016.5,1015,Sat
Brisbane,2012,1,23,118.7,21,26,22.9,7.7,390,22000,3960.2,1500,20000,7802.6,20,22,21.1,1010.1,1013.6,1012.1,Thu
Brisbane,2012,2,27,0,24,28,25.6,6.7,600,22000,14569.4,11265,25000,12580.5,18.8,21,20,1015.3,1019.1,1017.1,Sat
Brisbane,2012,4,16,19.3,19,25,20.9,4.6,300,22000,8535.5,1000,30000,11758.8,17,19.2,18.3,1016.5,1020.9,1018.1,Thu
Brisbane,2012,5,28,0,13,21,16.5,6.7,1500,22000,18000,9900,35000,13667.3,7,12.1,10.3,1019.3,1024.8,1022,Tue
Brisbane,2012,10,1,7.5,14,26,17.9,7.7,450,22000,6920.8,3000,25000,11845.5,10.7,17,12.4,1023.3,1028.9,1025.8,Tue
Brisbane,2012,12,10,7.8,19,26,22.9,5.7,750,22000,10812.5,8000,30000,13314,14,20,16.7,1017.9,1020.9,1019.4,Thu
Brisbane,1944,10,31,0,15.2,28,21.1,5.1,1200,22000,19550,4800,160000,153533.3,10.7,14.6,12.4,1023.4,1026.8,1024.4,Mon
Brisbane,1944,11,14,0,20.2,30.7,24.8,8.2,4500,22000,21270.8,4800,160000,115600,18.5,22.4,20.1,1004.7,1012.5,1008.1,Mon
Brisbane,1945,1,30,0,21.3,30.2,26.1,8.2,750,22000,14052.1,160000,160000,160000,18.5,21.3,20.2,1008.8,1013.9,1011,Mon
Brisbane,1945,4,3,0,16.3,26.3,20.7,8.7,750,22000,16352.1,8000,160000,147333.3,13.5,16.9,14.9,1011.2,1016.6,1013.9,Mon
Brisbane,1945,8,21,0,11.9,23.5,16.5,5.1,750,22000,17112.5,2400,160000,76233.3,9.6,16.9,13.1,1010.5,1014.6,1011.6,Mon
Brisbane,1945,11,13,0,16.9,25.7,20.6,9.8,900,22000,14687.5,19200,24000,23200,12.4,18,14.6,1013.9,1016.9,1015.2,Sat
Brisbane,1949,6,7,0,10,20.6,14.6,5.1,?,?,?,16000,35000,23833.3,8.3,11.1,9.3,?,?,?,Thu
Brisbane,1949,6,14,1,11.7,19.4,15.3,0,?,?,?,8000,35000,19333.3,11.7,15.6,14,?,?,?,Tue
Brisbane,1949,8,30,0,11.7,20,15.9,6.2,?,?,?,16000,35000,23333.3,10.6,12.8,12,?,?,?,Thu
Brisbane,1949,10,11,0,18.9,25.6,22.6,6.2,?,?,?,19000,35000,28142.9,16.7,20.6,19.3,?,?,?,Sat
Brisbane,1949,11,29,1,18.9,27.2,22.1,7.7,?,?,?,16000,35000,23142.9,17.8,22.2,19.1,?,?,?,Sat
Brisbane,1950,1,24,3,21.1,27.8,25.2,6.2,?,?,?,16000,35000,23142.9,18.9,22.2,20.6,?,?,?,Sat
Brisbane,1950,3,14,3,19.4,22.8,20.9,7.7,?,?,?,4800,19000,12542.9,16.1,19.4,17.9,?,?,?,Thu
Brisbane,1950,4,4,2,22.2,26.1,24,3.6,?,?,?,16000,35000,22714.3,18.3,21.7,19.8,?,?,?,Sat
Brisbane,1950,5,2,0.5,17.2,23.9,19.4,6.2,?,?,?,16000,35000,20857.1,16.7,18.9,17.3,?,?,?,Thu
Brisbane,1950,5,23,0,17.2,21.1,18.8,2.1,?,?,?,8000,19000,13000,16.7,17.2,17.1,?,?,?,Tue
Brisbane,1950,7,18,3,17.2,22.2,19,7.7,?,?,?,4800,35000,17971.4,16.1,17.8,17.1,?,?,?,Thu
Brisbane,1950,9,19,0,14.4,22.8,18.9,7.2,?,?,?,19000,35000,25857.1,10.6,15.6,13.3,?,?,?,Thu
Brisbane,1950,12,26,0,18.3,26.7,22.9,7.7,?,?,?,19000,35000,28142.9,12.2,16.1,14.7,?,?,?,Sat
Brisbane,1951,1,30,39,20,22.8,21.4,7.7,?,?,?,3200,8000,4914.3,19.4,22.2,20.6,?,?,?,Mon
Brisbane,1951,5,29,0,6.7,18.9,11.8,3.1,?,?,?,8000,40000,27142.9,0.6,5.6,3.6,?,?,?,Thu
Brisbane,1951,6,12,0,14.4,21.7,17.8,3.1,?,?,?,2400,24000,15057.1,14.4,16.7,15.7,?,?,?,Tue
Brisbane,1951,8,14,0,5.6,18.9,12.5,7.7,?,?,?,24000,40000,30571.4,1.1,7.8,3.2,?,?,?,Sat
Brisbane,1951,9,18,0,13.3,21.7,17.7,6.2,?,?,?,3200,30000,23028.6,8.9,13.9,12.2,?,?,?,Thu
Brisbane,1951,10,16,0,22.2,26.7,23.8,8.2,?,?,?,19000,24000,20428.6,16.7,20,18.3,?,?,?,Sat
Brisbane,1952,3,4,0,20.6,28.3,24.2,10.3,?,?,?,24000,30000,28285.7,15.6,18.3,16.8,?,?,?,Sat
Brisbane,1952,4,1,2,17.8,27.2,22.9,7.2,?,?,?,24000,30000,27428.6,13.9,17.2,15.8,?,?,?,Sat
Brisbane,1952,5,13,0,16.7,23.9,20,3.6,?,?,?,19000,40000,32428.6,13.3,15.6,14.4,?,?,?,Sat
Brisbane,1952,6,24,0,6.1,20,12.8,3.1,?,?,?,16000,30000,21166.7,1.7,11.1,5.9,?,?,?,Thu
Brisbane,1952,7,8,0,11.1,19.4,14.4,4.1,?,?,?,24000,30000,27428.6,3.3,8.3,6.9,?,?,?,Sat
Brisbane,1952,8,19,0,16.1,21.7,19,7.2,?,?,?,24000,45000,34142.9,14.4,15.6,15.1,?,?,?,Sat
Brisbane,1952,10,28,4,21.1,30,24.9,4.6,?,?,?,3200,45000,30457.1,15.6,21.7,19.1,?,?,?,Sat
Brisbane,1952,12,9,0,21.1,27.2,24.2,7.2,?,?,?,24000,40000,31142.9,13.3,19.4,16.7,?,?,?,Sat
Brisbane,1952,12,30,0.3,23.3,28.3,25.9,7.7,?,?,?,30000,40000,35714.3,16.7,20,18.4,?,?,?,Sat
Brisbane,1953,3,24,23,22.2,27.2,24.3,4.1,?,?,?,16000,20000,19428.6,21.1,22.2,22,?,?,?,Thu
Brisbane,1953,4,21,0,16.1,27.8,21.7,3.1,?,?,?,16000,40000,30285.7,10,16.1,13.9,?,?,?,Sat
Brisbane,1953,11,3,0,15.6,27.8,22.2,6.7,?,?,?,16000,40000,31500,1.1,13.9,9.7,?,?,?,Sat
Brisbane,1954,2,2,52,22.8,32.2,27.2,5.1,?,?,?,20000,40000,25000,11.7,23.3,16.6,?,?,?,Sat
Brisbane,1954,2,23,0.3,24.4,30.6,27.1,4.1,?,?,?,20000,40000,25000,21.1,24.4,23,?,?,?,Sat
Brisbane,1954,3,9,0,20,28.9,24.2,3.6,?,?,?,20000,20000,20000,17.2,19.4,18.4,?,?,?,Sat
Brisbane,1954,4,6,0,18.3,27.2,22.4,3.6,?,?,?,8000,20000,16500,15,18.3,16.9,?,?,?,Thu
Brisbane,1954,4,20,0,17.2,25.6,21.3,5.1,?,?,?,20000,40000,35000,16.1,17.2,16.5,?,?,?,Sat
Brisbane,1954,6,22,2,14.4,20.6,16.5,4.1,?,?,?,12000,20000,17500,12.8,15,13.9,?,?,?,Thu
Brisbane,1954,11,9,0,18.9,26.7,22.8,8.7,?,?,?,40000,40000,40000,15,20.6,17.4,?,?,?,Sat
